Company,ActiveBrand,Headquarters,Continent,Employees,Founded,LeadExecutive,ParentStockTicker,ParentPublicExposure,PrimarySector,PrimarySubSector,ImmigrationDetentionInvolvement,SupportsPrisonLabor,HarmScore,AnnualRevenuesMn,RevenueFiscalYear,Website,Corrections,ImmigrationDetention,PrisonLabor,Financials,Other,Rank
Nutrien,Y,Canada,NorthAmerica,20000,2017,"CharlesVictor""Chuck""Magro",NTR,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Programs&Labor,Vocation/Industries(PrisonLabor),n/a,Y,7,19255.00,2019,https://www.nutrien.com/,SeeCropProductionServices,n/a,Seecorrectionssource,FactSet,n/a,127
Alkermes,Y,Ireland,Europe,2000,1987,RichardF.Pops,ALKS,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Healthcare,Pharmacy,n/a,n/a,9,1170.90,2019,http://www.alkermes.com/,http://www.asca.net/partners/gold.php,n/a,n/a,FactSet,https://www.bloomberg.com/news/articles/2017-11-06/senator-investigates-alkermes-for-pushing-opioid-treatment-sales,458
CasellaWasteManagement,Y,VT,NorthAmerica,2000,1975,JohnW.Casella,CWST,Tier1b-PubliclyTraded-Other,Construction&Maintenance,MaintenanceServices,n/a,n/a,9,743.30,2019,https://www.casella.com/,NYSDOCCSSpending,n/a,n/a,FactSet,n/a,524
NeubergerBerman,Y,NY,NorthAmerica,2000,1939,n/a,n/a,Tier2-InvestmentFirm-Owned,Investor,Equity/DebtInvestor,n/a,n/a,12,1609.00,2017,https://www.nb.com/pages/public/global/index.aspx,https://www.aft.org/sites/default/files/invest-risks-prisons-detention-2018.pdf,n/a,n/a,https://www.nb.com/pages/public/en-us/2017-annual-report.aspx,n/a,407
Palantir,Y,CA,NorthAmerica,2000,2003,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Data&InformationSystems,IT&CommuncationsInfrastructure&Service,Y,n/a,n/a,750.00,2018,https://www.palantir.com/,n/a,https://mijente.net/wp-content/uploads/2018/10/WHO%E2%80%99S-BEHIND-ICE_-The-Tech-and-Data-Companies-Fueling-Deportations-_v1.pdf,n/a,PrivCo(www.privco.com),n/a,522
Safariland,Y,CA,NorthAmerica,2000,1969,MooreDave,n/a,Tier2-InvestmentFirm-Owned,Equipment,SecurityEquipment,Y,n/a,15,500.00,2017,http://www.safariland.com/products/,Seewebsite,https://worthrises.org/immigration,n/a,PrivCo(www.privco.com),https://www.safariland.com/timeline/our-history-landing.html#sm.0001jzp13tkkjex1sr71t3mi2tisahttp://www.marketwired.com/press-release/warren-kanders-acquire-safariland-leading-manufacturer-products-law-enforcement-1684971.htm,572
SalientCRGT,Y,VA,NorthAmerica,2000,2015,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Data&InformationSystems,IT&CommuncationsInfrastructure&Service,n/a,n/a,n/a,400.00,2019,http://www.salientcrgt.com,http://www.salientcrgt.com/capabilities/mobility/voyager/query-for-law-enforcement/,n/a,n/a,PrivCo(www.privco.com),n/a,608
SunProductsCorporation,Y,CT,NorthAmerica,2000,1975,n/a,HEN3-DE,Tier1b-PubliclyTraded-Other,Food&Commissary,Commissary,n/a,n/a,7,1600.00,2016,https://www.sundetergent.com/,TDCJSpending,n/a,n/a,https://www.reuters.com/article/us-sun-products-m-a-henkel-kgaa/henkel-buys-laundry-care-firm-sun-products-in-3-6-billion-deal-idUSKCN0ZA0KA,https://www.henkel-northamerica.com/brands-and-businesses/laundry-and-home-care/the-sun-products-corporation,410
WexfordHealthSources,Y,PA,NorthAmerica,1980,1992,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Healthcare,MedicalHealthcare,n/a,n/a,n/a,300.00,2018,http://www.wexfordhealth.com/,Seewebsite,n/a,n/a,PrivCo(www.privco.com),n/a,653
Canon,Y,Japan,Asia,197673,1937,FujioMitarai,CAJ,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Equipment,FurnishingsSupplies&OtherFacilityEquipment,Y,n/a,9,33064.60,2019,http://global.canon/en/index.html,TDCJSpending,Sludge-ICEContract(https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,FactSet,https://www.macrotrends.net/stocks/charts/CAJ/canon/revenue,77
CH2MHill,Y,CO,NorthAmerica,19663,1946,n/a,J,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Operations&Management,ProcurementContracting&OtherAdminServices,n/a,n/a,9,5235.90,2016,https://www.ch2m.com/,http://correctionsmarketplace.com/,n/a,n/a,PrivCo(www.privco.com),http://invest.jacobs.com/investors/Press-Release-Details/2017/Jacobs-Completes-CH2M-Acquisition-Creating-15-Billion-Professional-Services-Leader-Focused-on-Delivering-Innovative-Solutions-for-a-More-Connected-Sustainable-World/default.aspx,272
Coats,Y,UnitedKingdom,Europe,19000,1755,RajivSharma,COA-GB,Tier1b-PubliclyTraded-Other,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,Y,9,1728.40,2019,http://www.coats.com/,TDCJSpending,n/a,https://www.nationalcia.org/corporate-members,FactSet,n/a,399
BencoDentalSupplyCompany,Y,PA,NorthAmerica,1900,1930,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Healthcare,MedicalEquipment,n/a,n/a,n/a,990.00,2018,https://www.benco.com/,OHDRCSpending,n/a,n/a,PrivCo(www.privco.com),n/a,481
ElliottElectricSupply,Y,TX,NorthAmerica,1900,1972,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Construction&Maintenance,MaintenanceServices,n/a,n/a,n/a,1005.10,2018,https://www.elliottelectric.com/,TDCJSpending,n/a,n/a,PrivCo(www.privco.com),n/a,475
Systemax,Y,NY,NorthAmerica,1900,1949,BarryLitwin,SYX,Tier1b-PubliclyTraded-Other,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,8,946.90,2019,https://www.systemax.com/,SeeGlobalEquipment,n/a,n/a,FactSet,https://www.systemax.com/ipg.html,488
BNPParibas,Y,France,Europe,189000,2000,Jean-LaurentBonnafé,BNP-FR,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Investor,ConstructionEquipment&AcquisitionFinancing,Y,n/a,9,48385.50,2019,https://group.bnpparibas/en/,https://www.inthepublicinterest.org/wp-content/uploads/ITPI_BanksPrivatePrisonCompanies_Nov2016.pdf,https://news.littlesis.org/2018/06/21/who-is-profiting-from-incarcerating-immigrant-families/,https://www.greenamerica.org/hidden-workers-fighting-change/sale-now-prison-labor,FactSet,n/a,45
CACIInternational,Y,VA,NorthAmerica,18800,1962,JohnS.Mengucci,CACI,Tier1b-PubliclyTraded-Other,Data&InformationSystems,IT&CommuncationsInfrastructure&Service,Y,n/a,9,4986.30,2019,http://www.caci.com/about.shtml,n/a,Sludge-ICEContract(https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,FactSet,n/a,275
ImperialDade(formerlyImperialdBag&Paper),Y,NJ,NorthAmerica,1880,1935,RobertTillis,n/a,Tier2-InvestmentFirm-Owned,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,9,936.00,2017,https://www.dadepaper.com/,FLDOCSpending,n/a,n/a,PrivCo(www.privco.com),https://peprofessional.com/2018/02/audaxs-imperial-dade-keeps-growing/,490
iHeartMedia(formerlyClearChannelCommunications),Y,TX,NorthAmerica,18700,1972,RobertPittman,IHRTQ,Tier1b-PubliclyTraded-Other,Other,Other,n/a,n/a,7,3683.50,2018,https://www.iheartmedia.com/,FLDOCSpending,n/a,n/a,FactSet,https://www.cnbc.com/2018/03/15/iheartmedia-files-for-bankruptcy.html,310
WATESConstruction,Y,UnitedKingdom,Europe,1855,1986,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Construction&Maintenance,Construction,n/a,n/a,n/a,1027.90,2014,https://www.wates.co.uk/,http://ajaproductserviceresource.com/,n/a,n/a,PrivCo(www.privco.com),n/a,473
GEOGroupThe(formerlyWackenhutCorrections),Y,FL,NorthAmerica,18512,1984,GeorgeC.Zoley,GEO,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Operations&Management,PrivatePrisonOperator,Y,Y,15,2477.90,2019,https://www.geogroup.com/,Seewebsite,https://www.thenation.com/article/private-contractors-enable-trumps-cruelties-border/,https://www.theguardian.com/us-news/2018/nov/25/private-prison-companies-served-with-lawsuits-over-usng-detainee-labor,FactSet,n/a,351
UnitedRentals,Y,CT,NorthAmerica,18500,1997,MatthewJohnFlannery,URI,Tier1b-PubliclyTraded-Other,Construction&Maintenance,MaintenanceServices,n/a,n/a,8,9351.00,2019,https://www.unitedrentals.com/,CaliforniaSpendingData-2018,n/a,n/a,FactSet,n/a,208
OptivSecurity,Y,CO,NorthAmerica,1844,2002,KevinLynch,KKR,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Equipment,SecurityTechnology,n/a,n/a,10,2100.00,2017,https://www.optiv.com/,CaliforniaSpendingData-2018,n/a,n/a,PrivCo(www.privco.com),https://www.optiv.com/press-releases/optiv-security-be-acquired-kkr,372
KeyCorp,Y,OH,NorthAmerica,18415,1825,BethMooney,KEY,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,FinancialServices,AgencyPaymentProcessing,n/a,Y,10,6400.00,2019,https://www.key.com,NYSDOCCSSpending,n/a,Seecorrectionssource,FactSet,n/a,243
ComTech,Y,NY,NorthAmerica,1813,1967,FredKomberg,CMTL,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Data&InformationSystems,IT&CommuncationsInfrastructure&Service,n/a,n/a,10,671.80,2019,http://www.comtechtel.com/,http://www.comtechtel.com/sst.cfm,n/a,n/a,FactSet,https://www.apcointl.org/commercial-community/corporate-partner-program.html,534
OPTEX,Y,Japan,Asia,1807,1979,RobBlair,6914-JP,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Construction&Maintenance,Construction,n/a,n/a,13,348.80,2019,https://www.optexamerica.com/,SeeFiberSenSys,n/a,n/a,FactSet,http://www.optex.net/global/group.html,625
JVCKenwood,Y,Japan,Asia,18051,2008,ShoichiroEguchi,6632-JP,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,10,2859.90,2019,http://www.jvckenwood.com/,http://www.jvckenwood.com/en/corporate/strategy/publicservice/,n/a,n/a,FactSet,https://www.apcointl.org/commercial-community/corporate-partner-program.html,338
GeneralMotors,Y,MI,NorthAmerica,180000,1908,MaryT.Barra,GM,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Transportation,Other,n/a,n/a,9,137251.00,2019,https://www.gm.com/,SeeOnStar,n/a,n/a,FactSet,https://www.statista.com/statistics/225349/revenue-of-general-motors/,10
Airgas,Y,PA,NorthAmerica,18000,1982,n/a,AIQUY,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Construction&Maintenance,MaintenanceServices,n/a,n/a,7,5313.80,2016,https://www.airgas.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310004053-T.pdf,n/a,n/a,https://www.sec.gov/Archives/edgar/data/804212/000080421216000048/arg-33116form10xk.htm#sBE7803C839FF1A0BEB019C21B34C7E17,https://www.nytimes.com/2015/11/18/business/dealbook/air-liquide-to-acquire-airgas-for-10-3-billion.html?mtrref=www.google.com&gwh=D11DD5E429DB125C2AD82960FFBA548E&gwt=pay,268
TransDigm,Y,OH,NorthAmerica,18000,1993,KevinStein,TDG,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,11,5223.20,2019,https://www.transdigm.com/,SeeEsterline,n/a,n/a,FactSet,n/a,273
ArmorCorrectionalHealthServices,N,FL,NorthAmerica,1800,2004,n/a,n/a,Tier4-SmallPrivately-Owned,Healthcare,MedicalHealthcare,Y,n/a,n/a,190.00,2018,http://www.armorcorrectional.com/,Seewebsite,https://worthrises.org/immigration,n/a,PrivCo(www.privco.com),n/a,730
CrossCountryHealthcare,Y,FL,NorthAmerica,1800,1996,KevinClark,CCRN,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Healthcare,ThirdPartyStaffing,n/a,n/a,9,822.20,2019,https://www.crosscountryhealthcare.com/,SeeCrossCountryStaffing,n/a,n/a,FactSet,https://www.crosscountryhealthcare.com/our-brands,507
CarlyleGroupThe,Y,D.C.,NorthAmerica,1775,1987,KewsongLee,CG,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Investor,Other,n/a,n/a,10,2702.50,2019,https://www.carlyle.com/,SeeNovettaSolutions,n/a,n/a,FactSet,https://www.carlyle.com/our-business/portfolio-investments,341
GlobalPartners,Y,MA,NorthAmerica,1770,1933,EricSlifka,GLP,Tier1b-PubliclyTraded-Other,Construction&Maintenance,Utility/Energy,n/a,n/a,6,13081.70,2019,http://www.globalp.com/,NYSDOCCSSpending,n/a,n/a,FactSet,n/a,168
AmericanElectricPower,Y,OH,NorthAmerica,17666,1906,StephenJ.Squeri,AEP,Tier1b-PubliclyTraded-Other,Construction&Maintenance,Utility/Energy,n/a,n/a,6,15600.00,2019,https://www.aep.com/,OHDRCSpending,n/a,n/a,FactSet,n/a,144
CitizensFinancialGroup(dbaCitizensBank),Y,RI,NorthAmerica,17600,1828,BruceVanSaun,CFG,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Investor,ConstructionEquipment&AcquisitionFinancing,n/a,n/a,12,6491.00,2019,https://www.citizensbank.com/,https://www.inthepublicinterest.org/wp-content/uploads/ITPI_BanksPrivatePrisonCompanies_Nov2016.pdf,n/a,n/a,FactSet,n/a,242
SturmRuger&Co,Y,CT,NorthAmerica,1750,1949,ChristopherJ.Killoy,RGR,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Equipment,SecurityEquipment,n/a,n/a,15,410.50,2019,http://www.ruger-firearms.com/,Seewebsite,n/a,n/a,FactSet,n/a,604
HOK,Y,MO,NorthAmerica,1732,1955,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Construction&Maintenance,Architecture&Engineerging,n/a,n/a,n/a,454.60,2018,http://www.hok.com/,http://www.hok.com/design/type/justice/,n/a,n/a,PrivCo(www.privco.com),n/a,588
ZoomVideoCommunications,Y,CA,NorthAmerica,1702,2011,EricS.Yuan,ZM,Tier1b-PubliclyTraded-Other,Data&InformationSystems,IT&CommuncationsInfrastructure&Service,Y,n/a,8,622.70,2020,https://zoom.us/,SeeSolutionz,https://mijente.net/wp-content/uploads/2018/10/WHO%E2%80%99S-BEHIND-ICE_-The-Tech-and-Data-Companies-Fueling-Deportations-_v1.pdf,n/a,FactSet,https://slate.com/technology/2020/04/zoom-video-communication-prison-pandemic.html,545
Coats,Y,UnitedKingdom,Europe,17000,1812,RajivSharma,n/a,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Programs&Labor,Vocation/Industries(PrisonLabor),n/a,Y,n/a,1388.70,2019,https://www.coats.com/,https://www.nationalcia.org/2019-exhibitors,n/a,Seecorrectionssource,FactSet,n/a,436
Hexagon(dbaHexagonSafetyInfrastructure),Y,Sweden,Europe,17000,2015,OlaRollén,HEXA.B-SE,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Data&InformationSystems,ArrestCourt&ProbationDataSystems,n/a,n/a,10,389.20,2019,https://hexagon.com/,http://www.hexagonsafetyinfrastructure.com/public-safety-and-security/police-and-law-enforcement#records-management,n/a,n/a,FactSet,http://www.hexagonsafetyinfrastructure.com/news-releases/hexagon-safety-infrastructure-and-black-creek-partner-to-offer-jail-management-system,613
Altec,Y,AL,NorthAmerica,1700,1929,LeeJ.StyslingerIII,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Equipment,FurnishingsSupplies&OtherFacilityEquipment,Y,n/a,n/a,790.00,2018,https://www.altec.com/,n/a,Sludge-ICEContract(https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo(www.privco.com),n/a,514
DataRecognitionCorp,Y,MN,NorthAmerica,1700,1978,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Programs&Labor,EducationServicesMaterials&Technology,n/a,n/a,n/a,610.00,2018,http://www.datarecognitioncorp.com/Pages/default.aspx,http://www.dc.state.fl.us/business/contracts/,n/a,n/a,PrivCo(www.privco.com),n/a,550
HarrisCorp,Y,FL,NorthAmerica,1700,1895,WilliamM.Brown,HRS,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Equipment,SecurityEquipment,Y,n/a,13,6801.00,2019,https://www.harris.com/,https://www.prnewswire.com/news-releases/securus-casts-wider-net-on-contraband-cell-phones-through-exclusive-partnership-with-harris-corporation-300292348.html,Sludge-ICEContract(https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,FactSet,https://www.apcointl.org/commercial-community/corporate-partner-program.html,235
InGenesis,Y,TX,NorthAmerica,1700,1998,n/a,n/a,Tier4-SmallPrivately-Owned,Healthcare,MedicalHealthcare,Y,n/a,n/a,190.00,2018,https://www.ingenesis.com/,OHDRCSpending,Sludge-ICEContract(https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo(www.privco.com),n/a,734
MorrisGroupInternatonal,Y,CT,NorthAmerica,1700,1954,DonaldMorris,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Equipment,MaintenanceServices,n/a,n/a,n/a,663.00,2018,https://www.morrisgroup.co/home,https://www.morrisgroup.co/divisions?mID=241,n/a,n/a,PrivCo(www.privco.com),n/a,536
WaukeshaPearce,Y,TX,NorthAmerica,1700,1924,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,n/a,470.00,2018,http://www.wpi.com/,TDCJSpending,n/a,n/a,PrivCo(www.privco.com),n/a,583
OlympicSteel,Y,OH,NorthAmerica,1670,1954,MichaelSiegal,ZEUS,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,Y,11,1579.00,2019,"https://olysteel.com/
",NYSDOCCSSpending,n/a,Seecorrectionssource,FactSet,n/a,412
Brenntag,Y,Germany,Europe,16600,1874,ChristianKohlpaintner,BNR-DE,Tier1b-PubliclyTraded-Other,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,8,13911.00,2019,http://www.brenntag.com/corporate/en/index.jsp,FLDOCSpending,n/a,n/a,FactSet,n/a,161
VanguardGroup,Y,PA,NorthAmerica,16600,1975,Mortimer(Tim)J.Buckley,n/a,Tier2-InvestmentFirm-Owned,Investor,Equity/DebtInvestor,Y,n/a,12,9300.00,2018,https://about.vanguard.com/,https://www.inthepublicinterest.org/wp-content/uploads/ITPI_BanksPrivatePrisonCompanies_Nov2016.pdf,https://news.littlesis.org/2018/06/21/who-is-profiting-from-incarcerating-immigrant-families/,n/a,PrivCo(www.privco.com),n/a,209
Lectra,Y,France,Europe,1657,1973,DanielHarari,LSS-FR,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,Y,7,303.80,2019,https://www.lectra.com/en,https://www.nationalcia.org/corporate-members,n/a,https://www.nationalcia.org/corporate-members,FactSet,n/a,647
FLEXcon,Y,MA,NorthAmerica,1650,1956,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,Y,n/a,310.00,2018,https://www.flexcon.com/,TDCJSpending,n/a,Seecorrectionssource,PrivCo(www.privco.com),n/a,644
SigSauer,Y,NH,NorthAmerica,1650,1853,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Equipment,SecurityEquipment,Y,n/a,n/a,630.00,2018,https://www.sigsauer.com/,Seewebsite,Sludge-ICEContract(https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo(www.privco.com),https://ipfs.io/ipfs/QmXoypizjW3WknFiJnKLwHCnL72vedxjQkDDP1mXWo6uco/wiki/SIG_Sauer.html,544
Covestro(formerlyBayerMaterialScience),Y,Germany,Europe,16176,2015,MarkusSteilemann,1COV-DE,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,10,13466.40,2019,https://www.covestro.com/,https://www.plastics.covestro.com/en/NewsAndEvents/News/2016-07-28_Covestro-polycarbonate-laminated-sheet-provides-security-with-aesthetics-and-durability,n/a,n/a,FactSet,n/a,166
ThyssenKrupp,Y,Germany,Europe,161096,1811,MartinaMerz,TKA-DE,Tier1b-PubliclyTraded-Other,Construction&Maintenance,Construction,n/a,n/a,9,45563.60,2019,https://www.thyssenkrupp.com/,SeeThyssenKruppElevator,n/a,n/a,FactSet,n/a,51
Cargill,Y,MN,NorthAmerica,160000,1865,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Food&Commissary,PrisonFood,n/a,n/a,n/a,113500.00,2019,https://www.cargill.com/,NYSDOCCSSpending,n/a,n/a,PrivCo(www.privco.com),n/a,15
AMSTEDIndustries,Y,IL,NorthAmerica,16000,1902,StephenSmith,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Equipment,ConstructionEquipment&AcquisitionFinancing,n/a,n/a,n/a,3000.00,2018,https://www.amsted.com/,SeeBaltimoreAirCoil,n/a,n/a,PrivCo(www.privco.com),n/a,332
KEPRO(formerlyAPSHealthcare),Y,PA,NorthAmerica,1600,1985,n/a,n/a,Tier4-SmallPrivately-Owned,Healthcare,Other,n/a,n/a,n/a,170.00,2018,https://www.kepro.com/,NYSDOCCSSpending,n/a,n/a,PrivCo(www.privco.com),https://www.pehub.com/2017/05/consonance-capital-exits-kepro/#,752
OriginalEquipmentIndustries(OEI),Y,NE,NorthAmerica,1600,n/a,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,Y,n/a,390.00,2018,http://www.oei-Inc.com/,http://www.oei-inc.com/About,n/a,Seecorrectionssource,PrivCo(www.privco.com),https://www.nationalcia.org/corporate-members,612
PelicanProducts,Y,CA,NorthAmerica,1600,1976,LyndonFaulkner,n/a,Tier2-InvestmentFirm-Owned,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,9,415.00,2017,http://www.pelican.com/us/en/,http://ajaproductserviceresource.com/,n/a,n/a,PrivCo(www.privco.com),http://www.pelican.com/us/en/about/press-releases/article/behrman-capital-acquires-pelican-products-in-200-million-transaction/,602
SprayingSystems,Y,IL,NorthAmerica,1600,1937,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Construction&Maintenance,MaintenanceServices,n/a,n/a,n/a,480.00,2018,http://www.spray.com/,SeePathosans,n/a,n/a,PrivCo(www.privco.com),n/a,581
SEBGroup,Y,Sweden,Europe,15714,1973,JohanTorgeby,SK-FR,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Investor,Equity/DebtInvestor,n/a,n/a,10,7978.60,2019,https://sebgroup.lu/,https://www.inthepublicinterest.org/wp-content/uploads/ITPI_BanksPrivatePrisonCompanies_Nov2016.pdf,n/a,n/a,FactSet,n/a,223
FirstEnergy,Y,OH,NorthAmerica,15617,1997,CharlesE.JonesJr.,FE,Tier1b-PubliclyTraded-Other,Construction&Maintenance,Utility/Energy,n/a,n/a,6,11035.00,2019,https://www.firstenergycorp.com/,OHDRCSpending,n/a,n/a,FactSet,n/a,190
RoperTechnologies,Y,FL,NorthAmerica,15611,1981,NeilHunn,ROP,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Data&InformationSystems,IT&CommuncationsInfrastructure&Service,n/a,n/a,11,5366.80,2019,https://www.ropertech.com/,SeeDeltek,n/a,n/a,FactSet,https://www.ropertech.com/roper-technologies-acquire-deltek-leading-provider-software-and-solutions-project-based-businesses,263
Robeco,Y,NY,NorthAmerica,1555,1929,n/a,n/a,Tier2-InvestmentFirm-Owned,Investor,Equity/DebtInvestor,n/a,n/a,12,2152.90,2018,https://www.robeco.com/en/strategies/alternative-strategies/private-equity.html,https://www.inthepublicinterest.org/wp-content/uploads/ITPI_BanksPrivatePrisonCompanies_Nov2016.pdf,n/a,n/a,PrivCo(www.privco.com),n/a,369
Verizon,Y,NY,NorthAmerica,155400,1983,HansVestberg,VZ,Tier1b-PubliclyTraded-Other,Data&InformationSystems,IT&CommuncationsInfrastructure&Service,n/a,n/a,7,131868.00,2019,https://www.verizonwireless.com/homepage/,FLDOCSpending,n/a,n/a,FactSet,https://www.majorcitieschiefs.com/sponsors.php,12
Sulzer,Y,Switzerland,Europe,15500,1834,GeorgePoux-Guillaume,SUN-CH,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Construction&Maintenance,MaintenanceServices,n/a,n/a,11,3848.00,2019,https://www.sulzer.com/en,SeeJWCEnvironmental,n/a,n/a,FactSet,https://www.jwce.com/blog/2018/01/11/sulzer-completes-acquisition-jwc-environmental/,307
AquaAmerica,Y,PA,NorthAmerica,1530,1886,ChristopherH.Franklin,WTR,Tier1b-PubliclyTraded-Other,Construction&Maintenance,Utility/Energy,n/a,n/a,6,889.70,2019,https://www.aquaamerica.com/,OHDRCSpending,n/a,n/a,FactSet,n/a,500
WasteConnections,Y,Canada,NorthAmerica,15283,1997,WorthingF.Jackman,WCN,Tier1b-PubliclyTraded-Other,Construction&Maintenance,MaintenanceServices,n/a,n/a,7,5388.70,2019,http://www.wasteconnectionsokc.com/,FLDOCSpending,n/a,n/a,FactSet,n/a,262
MayerElectricSupply,Y,AL,NorthAmerica,1516,1930,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,n/a,1078.50,2018,https://www.mayerelectric.com/,FLDOCSpending,n/a,n/a,PrivCo(www.privco.com),n/a,467
PartsTown,Y,IL,NorthAmerica,1505,1987,SteveSnower,n/a,Tier2-InvestmentFirm-Owned,Food&Commissary,KitchenEquipment,n/a,n/a,8,534.00,2018,http://www.partstown.com/,https://www.floorplangenie.com/Events/fpg_ACFSA/ACFSA2017/Public/fpg.aspx,n/a,n/a,PrivCo(www.privco.com),http://www.berkshirepartners.com/parts-town-announces-investment-from-berkshire-partners-1,561
APiGroup,Y,MN,NorthAmerica,15000,1926,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Construction&Maintenance,MaintenanceServices,n/a,n/a,n/a,3730.30,2018,http://www.apigroupinc.com,SeeAPiSystems,n/a,n/a,PrivCo(www.privco.com),https://www.apigroupinc.com/services/security-surveillance,308
Gemalto,Y,Netherlands,Europe,15000,2006,n/a,HO.PA,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Equipment,SecurityTechnology,n/a,n/a,10,3336.00,2018,https://www.gemalto.com/,SeeCogentSystems,n/a,n/a,https://www.gemalto.com/investors-site/Documents/2019/Gemalto-Annual-Report-2018.pdf,https://www.thalesgroup.com/en/group/journalist/press-release/thales-completes-acquisition-gemalto-become-global-leader-digital,320
SAIC,Y,VA,NorthAmerica,15000,1969,NazzicKeene,SAIC,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Data&InformationSystems,IT&CommuncationsInfrastructure&Service,Y,n/a,9,6379.00,2020,http://www.saic.com/,n/a,https://mijente.net/wp-content/uploads/2018/10/WHO%E2%80%99S-BEHIND-ICE_-The-Tech-and-Data-Companies-Fueling-Deportations-_v1.pdf,n/a,FactSet,n/a,244
